Strategy,Trades,Wins,Losses,Flat,Win %,Gross BTC,Net BTC,Avg Trade BTC,Expectancy,Avg Win,Avg Loss,Profit Factor,Max DD,Final Equity,Return %,Avg Hold,Median Hold,Longest Hold,Trail exits,SL exits,Same-candle SL,Trail %,SL %,Fallback %,Fallback Count,Strategy Switch Count,net_usd,net_return_pct_capital,variant,arm,phase
E1_T8,378,176,202,0,46.56,0.001281718204226771,-0.00020176032702322083,-5.337574788974096e-07,-0.0005450989437967813,7.2824897967430164e-06,-7.34395312499996e-06,0.8639951150130796,-0.038047549617257086,0.007631789672976779,-2.5755925094397947,0.39788286302175196,0.19208333333333333,6.3438888888888885,176,202,0,46.56,53.44,,0,0,-16.043100156684087,-1.6043100156684087,E1,T8,holdout
E1_T9,757,362,395,0,47.82,0.005274231722832186,-0.0005274912459178206,-6.968180263115199e-07,-0.0007116242585407837,1.456970089180162e-05,-1.468790625000002e-05,0.9090802424109073,-0.11378513441497175,0.007306058754082179,-6.733744546442166,2.4545670042565684,0.8555555555555555,71.30833333333334,362,395,0,47.82,52.18,,0,0,-30.195555119923643,-3.019555511992364,E1,T9,full
E1_T9,379,170,209,0,44.85,0.002478242150378211,-0.0005915302558717935,-1.5607658466274235e-06,-0.001593929543185323,1.457789500222477e-05,-1.4687906250000023e-05,0.8073048494841351,-0.10470915057552185,0.007242019744128207,-7.551241210840464,3.2542861330987987,1.1933333333333334,71.30833333333334,170,209,0,44.85,55.15,,0,0,-37.08426777005344,-3.708426777005344,E1,T9,select
E1_T9,378,192,186,0,50.79,0.0027959895724539753,6.403900995397298e-05,1.6941537024860576e-07,0.0001730151670684233,1.4562445689864455e-05,-1.4687906250000014e-05,1.0234407645705603,-0.03268202804001666,0.007897589009953973,0.8174966643982984,1.6527322163433273,0.6977777777777778,36.17444444444445,192,186,0,50.79,49.21,,0,0,6.8887126501297935,0.6888712650129794,E1,T9,holdout
E1_T10,757,417,340,0,55.09,0.006078367135273981,-0.0005801503647260272,-7.663809309458749e-07,-0.0007826652600119998,1.457641998866662e-05,-1.9583875000000026e-05,0.9128709409074878,-0.14109326289748667,0.007253399635273973,-7.4059700228635394,3.890691692352855,1.3547222222222222,107.33944444444444,417,340,0,55.09,44.91,,0,0,-32.48952273084714,-3.2489522730847145,E1,T10,full
E1_T10,379,198,181,0,52.24,0.0028679837264098166,-0.000676697648590188,-1.7854819224015516e-06,-0.0018234204644398024,1.4484766294999074e-05,-1.958387500000003e-05,0.8090949292755015,-0.11672785857689424,0.007156852351409812,-8.638454450283561,5.231062738199941,1.9533333333333334,107.33944444444444,198,181,0,52.24,47.76,,0,0,-42.309351485305115,-4.230935148530511,E1,T10,select
E1_T10,378,219,159,0,57.94,0.0032103834088641646,9.65472838641608e-05,2.5541609487873227e-07,0.0002608432650624374,1.4659284971982487e-05,-1.9583875000000026e-05,1.0310058975451577,-0.04191684083291166,0.00793009728386416,1.2324844274200109,2.5467746913580247,0.9477777777777778,90.375,219,159,0,57.94,42.06,,0,0,9.819828754457976,0.9819828754457977,E1,T10,holdout
E2_T1,330,176,154,0,53.33,0.001258498314480825,0.00012752953323082975,3.864531310025144e-07,0.0003946646217896248,7.150558605004688e-06,-7.343953124999969e-06,1.112761320511322,-0.01593683024107827,0.00796107953323083,1.627991564882203,0.169476430976431,0.09069444444444444,2.2866666666666666,176,154,0,53.33,46.67,,0,0,10.169883457469282,1.0169883457469282,E2,T1,full
E2_T1,128,67,61,0,52.34,0.0004607448916631059,1.2763751038107735e-05,9.971680498521668e-08,0.00010183562240385712,6.876789427807551e-06,-7.34395312499997e-06,1.028491715120642,-0.01593683024107827,0.007846313751038107,0.1629369958461746,0.20836805555555554,0.10347222222222222,2.2866666666666666,67,61,0,52.34,47.66,,0,0,1.1288942856683772,0.11288942856683772,E2,T1,select
E2_T1,202,109,93,0,53.96,0.0007977534228177192,0.00011476578219272201,5.681474365976338e-07,0.0005802196313013986,7.318838741446965e-06,-7.34395312499997e-06,1.1680349326492945,-0.010557906904908052,0.007948315782192721,1.4650545690360284,0.14483223322332234,0.08597222222222223,0.9563888888888888,109,93,0,53.96,46.04,,0,0,9.040989171800907,0.9040989171800908,E2,T1,holdout
E2_T2,330,180,150,0,54.55,0.0016969695907481526,0.00022817896574815072,6.914514113580325e-07,0.0007061436118827683,9.427608837489737e-06,-9.791937500000013e-06,1.1553515946142088,-0.023950317703954692,0.00806172896574815,2.912842399016413,0.4599469696969698,0.17388888888888887,12.6275,180,150,0,54.55,45.45,,0,0,19.54158330269225,1.954158330269225,E2,T2,full
E2_T2,128,62,66,0,48.44,0.0005666901875662181,-7.957768743378248e-05,-6.217006830764256e-07,-0.0006349107958219971,9.140164315584163e-06,-9.79193750000001e-06,0.8768657850527037,-0.023950317703954692,0.007753972312566217,-1.0158572733152016,0.6628233506944445,0.1925,12.6275,62,66,0,48.44,51.56,,0,0,-4.659033878831815,-0.46590338788318153,E2,T2,select
E2_T2,202,118,84,0,58.42,0.0011302794031819345,0.0003077566531819332,1.5235477880293722e-06,0.0015559206623095504,9.578639010016395e-06,-9.791937500000016e-06,1.3741618735553913,-0.008806080805931328,0.008141306653181933,3.9286996723316037,0.3313916391639164,0.16208333333333333,3.4702777777777776,118,84,0,58.42,41.58,,0,0,24.20061718152407,2.4200617181524073,E2,T2,holdout
E2_T3,330,176,154,0,53.33,0.0012103527757112882,7.938399446129286e-05,2.4055755897361473e-07,0.00024566900980895243,6.877004407450501e-06,-7.343953124999969e-06,1.070191145659701,-0.018612915876964346,0.007912933994461293,1.013384665461925,0.19430892255892254,0.1125,3.5519444444444446,176,154,0,53.33,46.67,,0,0,6.256258633354271,0.6256258633354271,E2,T3,full
