arm,fraction,max_open,trades_signal,trades_executed,skipped_max_open,exposure_limited,fully_available,final_equity_usd,net_pnl_usd,return_pct,max_dd,max_dd_pct,max_simultaneous,max_exposure,win_rate_pct,profit_factor,avg_pnl_usd,sum_win_usd,sum_loss_usd,phase,sweep,candidate
A7.5_M12,0.075,12,330,330,0,0,330,1049.177710822226,49.17771082222589,4.9177710822225995,-0.018760345676617926,-1.8760345676617927,8,0.5865412964821817,54.24242424242424,1.2171201360804698,0.14902336612795863,275.6777108222258,-226.4999999999995,full,grid,E2+T7
A10_M4,0.1,4,128,128,0,0,128,1013.6535955194868,13.653595519486771,1.365359551948675,-0.024842157135824893,-2.4842157135824894,4,0.39572410917343603,53.125,1.1137799626623874,0.10666871499598805,133.6535955194862,-119.99999999999973,select,grid,E2+T7
A10_M4,0.1,4,202,192,10,0,192,1052.3095274267046,52.30952742670456,5.230952742670447,-0.016417753396472248,-1.6417753396472248,4,0.39979293886779305,55.208333333333336,1.304125159457583,0.2724454553474173,224.30952742670374,-171.9999999999996,holdout,grid,E2+T7
A10_M4,0.1,4,330,320,10,0,320,1065.9631229461904,65.96312294619042,6.596312294619033,-0.024842157135824893,-2.4842157135824894,4,0.39572410917343603,54.375,1.2259011059801055,0.20613475920684565,357.96312294618997,-291.9999999999993,full,grid,E2+T7
A10_M6,0.1,6,128,128,0,0,128,1013.6535955194868,13.653595519486771,1.365359551948675,-0.024842157135824893,-2.4842157135824894,4,0.39572410917343603,53.125,1.1137799626623874,0.10666871499598805,133.6535955194862,-119.99999999999973,select,grid,E2+T7
A10_M6,0.1,6,202,199,3,0,199,1050.2579683993451,50.257968399345145,5.025796839934515,-0.02032432123756626,-2.0324321237566263,6,0.5924737514798619,54.77386934673367,1.2792109355519157,0.2525526050218325,230.2579683993443,-179.99999999999957,holdout,grid,E2+T7
A10_M6,0.1,6,330,327,3,0,327,1063.9115639188315,63.91156391883146,6.391156391883146,-0.024842157135824893,-2.4842157135824894,6,0.5845920890347447,54.12844036697248,1.2130385463961042,0.19544820770284754,363.91156391883044,-299.9999999999993,full,grid,E2+T7
A10_M8,0.1,8,128,128,0,0,128,1013.6535955194868,13.653595519486771,1.365359551948675,-0.024842157135824893,-2.4842157135824894,4,0.39572410917343603,53.125,1.1137799626623874,0.10666871499598805,133.6535955194862,-119.99999999999973,select,grid,E2+T7
A10_M8,0.1,8,202,202,0,0,202,1051.916685576816,51.91668557681601,5.191668557681606,-0.022204379021847055,-2.2204379021847056,8,0.7866730466191977,54.95049504950495,1.2852565141583265,0.25701329493472935,233.9166855768149,-181.99999999999957,holdout,grid,E2+T7
A10_M8,0.1,8,330,330,0,0,330,1065.5702810963019,65.57028109630187,6.557028109630192,-0.024842157135824893,-2.4842157135824894,8,0.7762509886916779,54.24242424242424,1.21712013608047,0.1986978215039448,367.5702810963011,-301.9999999999993,full,grid,E2+T7
